job_title,company,location,job_summary,salary,post_date,job_url
Director of Product Design,Endeavor,"New York, NY",,"You have at 10+ years of experience as a research-driven designer in consumer technology organizations.
Organize user research from beginning to end including…",https://www.indeed.com//rc/clk?jk=b0f375ce42c8e195&fccid=f20e613552c29d10&vjs=3,30+ days ago
"Senior, User Experience Designer",Macy’s,"New York, NY",,"We’re building a new type of customer-centric shopping experience at the intersection of content, commerce, and technology to help customers find and buy things…",https://www.indeed.com//rc/clk?jk=61149e31cda49dd6&fccid=6df24d87c9f05a07&vjs=3,30+ days ago
MAS Graphic Designer - Temp to Hire,Opus Agency,"Brooklyn, NY",,"Be able to work alongside UI/UX designers to create mockups and prototypes from wireframes.
Be capable of producing attractive and effective designs with strong…",https://www.indeed.com//rc/clk?jk=a178b09319da5d2d&fccid=a964d0ea9a8af883&vjs=3,25 days ago
Lead Product Designer,Butterfly Network,"New York, NY",,"This includes vision setting, designing solutions, prototyping, bringing along cross-functional teams, overseeing implementation, and collaborating with other…",https://www.indeed.com//company/Butterfly-Network/jobs/Lead-Product-Designer-1300a6be16e9ac4f?fccid=f34adc12ba09e47f&vjs=3,30+ days ago
"Senior Manager, Product Design - Growth",Policygenius,"New York, NY",,"Manage designers at various stages in their careers and coach and mentor them through their progression.
Our entire design team focuses on product thinking and…",https://www.indeed.com//company/PolicyGenius/jobs/Senior-Manager-128c7e940454a1f2?fccid=d0694c0b4740c309&vjs=3,17 days ago
Senior Product Designer,Canary Technologies,"New York, NY",,"As the lead Product Designer on the team, you will be responsible for the full life cycle of design.
You will be responsible for defining the user experience of…",https://www.indeed.com//rc/clk?jk=8befbd0a45acb773&fccid=cfc64abd74389676&vjs=3,30+ days ago
Director of Product Design,IMG Academy,"New York, NY",,"You have at 10+ years of experience as a research-driven designer in consumer technology organizations.
Organize user research from beginning to end including…",https://www.indeed.com//rc/clk?jk=c05a7820f051e31e&fccid=75dc5b20d8612610&vjs=3,30+ days ago
Staff Product Designer - Design System,Compass,"New York, NY",,"Document and communicate how your components behave so that designers, engineers, and product managers get the most out of our design system.",https://www.indeed.com//rc/clk?jk=2b1f8c42704ba62e&fccid=3944dc0afa53bf7b&vjs=3,30+ days ago
Senior User Experience Designer,Moody's Corporation,"New York, NY",,"As an Asst Director – Senior User Experience Designer with Moody’s Analytics, you will be responsible for ensuring successful design and strong user experience…",https://www.indeed.com//rc/clk?jk=90a6c66255300e0e&fccid=28eefc5b86560831&vjs=3,30+ days ago
Lead Product Designer,Frame.io,"New York, NY",,"In the way that our product helps creators tell stories, our product designers use their designs to communicate our story to our customers.",https://www.indeed.com//rc/clk?jk=9158abb0bc99f424&fccid=babf27961b57f30c&vjs=3,30+ days ago
Lead Product Designer - Service Design,Aquent,"New York, NY",,"As an experienced designer, you are a maker, comfortable working in trans-disciplinary teams and using design tools to help stakeholders think differently.",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DMrcEu7yrtATojKJA7cEzGQ3FdRGWLh0CZQInL4ECGI52ZyweAoyPmdD8SPg-eEdx6et3wNIrdod5cc0kAYtgy30waW7ReY3XNguloOJIWzhzI9UAakytbK0MVNnsvvAjtMh1GzHq6_t3uXwD8bkAwAzSB4Xzo6tx1yT5fEyTefep1cTJk3X8pyGNH4D-P-ohHWHYeKBSs8a5jBUVb5OJettlYTliz4FOMLXTOZ-KfL4lv-bHCkImBa9SZ4s0QgSN7YX73TE4p93Zah-0jmvXqekrAJFB_v4_k3mPlH6A8Sbmkq6SiLqveGh9AomMc0TPjztCE8XjLp7Rdd9uPA-QOieMPTtzIySTeZONVHhsAPe2r6LVT9OOToRBky_M-LR7XWcIqMlQm-9d80SmlklwlIRcYLKbK6Hs=&p=11&fvj=0&vjs=3,3 days ago
Sr. UX Designer,CAPCO,"New York, NY",,"Mentor junior designers and researchers through the delivery of creative assets.
Facilitate client discovery workshops with product managers, engineers,…",https://www.indeed.com//rc/clk?jk=5a9d0f14dd20c2b6&fccid=c2a63affe8751868&vjs=3,30+ days ago
Senior Product Designer,Zola,"New York, NY",,"Product designers are measured on the success of their product.
Collaborate with product management, visual designers, marketers, merchandisers, and engineers –…",https://www.indeed.com//rc/clk?jk=e20127b3ad3417c8&fccid=d2d02c47c0db3714&vjs=3,30+ days ago
User Experience Design Lead,CAPCO,"New York, NY",,"Collaborate closely with product managers, engineers, designers, researchers and other cross-functional stakeholders.",https://www.indeed.com//rc/clk?jk=bb0b5cfdc9ef49bb&fccid=c2a63affe8751868&vjs=3,30+ days ago
Senior Product Designer (Core Experience),Zola,"New York, NY",,"Collaborate with product management, visual designers, marketers, merchandisers, and engineers – apply design principles and user-centered design methodologies…",https://www.indeed.com//rc/clk?jk=80d57b1cef93ecf5&fccid=d2d02c47c0db3714&vjs=3,30+ days ago
Senior Marketing Designer,fuboTV,"New York, NY",,"Collaborate with other marketing and product designers.
7+ years of professional experience as a marketing designer.
Basic knowledge of HTML and CSS.",https://www.indeed.com//rc/clk?jk=3e002f172fc137c9&fccid=605365e1185add2d&vjs=3,24 days ago
Senior Product Designer - Value Add Delivery (Remote),VROOM,"New York, NY",,"Our scalable, data-driven technology brings all phases of the vehicle buying and selling process to consumers wherever they are and offers an extensive…",https://www.indeed.com//rc/clk?jk=f42f3dd612b24a94&fccid=2ab13947fbb2d925&vjs=3,30+ days ago
Intern- PT Graphic Design and User Experience Design (student) Chinese Bilingual,"WEeducation Group, Inc","New York, NY",,"You will have a multidisciplinary role working across a number of areas with the team from Video, graphics, platform research and web developments.",https://www.indeed.com//rc/clk?jk=a1aef88dde7d803f&fccid=34477cb36b567a85&vjs=3,6 days ago
"Product Designer, SMS",Braze,"New York, NY",,"Braze delivers customer experiences across email, mobile, SMS, and web.
Product Designers at Braze have the freedom to work on all aspects of the user…",https://www.indeed.com//rc/clk?jk=506ae0c0c748dda0&fccid=7c138e549c2cd781&vjs=3,30+ days ago
Senior Product Designer,Noom US,"New York, NY",,"You'll work closely with fellow designers, engineers, product team, researchers, and leadership to understand opportunities and problems, devise and test…",https://www.indeed.com//rc/clk?jk=8153d571fa004fd8&fccid=17f7c591b33e9dc5&vjs=3,30+ days ago
Senior UX Designer,Rho,"New York, NY",,"Create UX mock ups, wireframes, and user journeys to establish clear guidelines for product designers.
You will be collaborating with a cross-disciplinary team …",https://www.indeed.com//rc/clk?jk=7e388fa42c93d25a&fccid=b23e08279b901c73&vjs=3,30+ days ago
Web Designer,Color Street HQ and Innovative Cosmetic Concepts,"Clifton, NJ",,"The Web Designer will be responsible for designing a responsive, mobile-first eCommerce website that aligns with our brand and vision.",https://www.indeed.com//rc/clk?jk=00f9efc61a025c3f&fccid=583ed123e707ecd5&vjs=3,30+ days ago
Senior UX Designer,Barclays,"Whippany, NJ",,As a Barclays Senior User Experience (UX) Designer you will help define and drive the future of Barclays Compliance User Experience.,https://www.indeed.com//rc/clk?jk=d22c512a2ec9df14&fccid=057abf3fd357e717&vjs=3,30+ days ago
Senior Product Designer,Book of the Month,"New York, NY",,"Degree in interaction designer or HCI a plus but not required.
Collaborate with brand designers to ensure consistency in visual styles across all touch-points…",https://www.indeed.com//rc/clk?jk=86440fe05daa3ab8&fccid=168f8397a18a3f11&vjs=3,30+ days ago
User Experience Architect,BNY Mellon,"New York, NY",,Experience Architects are curious problem solvers with a persistent desire to understand the user experience from start to finish.,https://www.indeed.com//rc/clk?jk=f090f6e8d7ec5b8e&fccid=b4048be2884af072&vjs=3,30+ days ago
Senior Product Designer,Lively Hearing Corporation,"New York, NY",,"5+ years of professional product / ux design experience.
This cross-functional role includes driving online and offline experiences and is a great fit for a…",https://www.indeed.com//rc/clk?jk=4de2c7feeb270d61&fccid=dd616958bd9ddc12&vjs=3,30+ days ago
Senior UI/UX Product Designer,JOOR,"New York, NY",,The JOOR Product Design team is looking for a seasoned product interface and experience designer to lead our many product features.,https://www.indeed.com//rc/clk?jk=e9d78bbb29b5df2e&fccid=74ca688e740bb21a&vjs=3,23 days ago
Senior UX | UI Designer,Cohley,"New York, NY",,"Five plus years of experience as a designer across mobile / web footprint.
We're seeking a passionate Senior UX | UI designer to drive the experience of our…",https://www.indeed.com//rc/clk?jk=4cbef8f158f6efd4&fccid=f943a1108e4db81f&vjs=3,23 days ago
Creative Director - InHome (Principal Designer),Walmart,"Brooklyn, NY",,You are a seasoned designer with relentlessly high standards and deep operational knowledge and expertise in UX and product design.,https://www.indeed.com//rc/clk?jk=592177598b3c0504&fccid=822bc5d9a49270ea&vjs=3,5 days ago
Design Director - E3 (New Product Strategy & Concepts for Rapid Ideation),Compass,"New York, NY",,"Lead, manage, grow and hire a cross-functional team of designers and related UX team.
You will work collaboratively with other design leaders, designer teams,…",https://www.indeed.com//rc/clk?jk=f56e2a374f618cb9&fccid=3944dc0afa53bf7b&vjs=3,4 days ago
Senior Experience Designer,Guardian Life Insurance Company,"New York, NY",,"We are energized by our mission to create an exceptional customer-centric digital insurance marketplace.
Balance customer frictions and needs with Guardian…",https://www.indeed.com//rc/clk?jk=06658ef9ef17f08a&fccid=64294ff4323ee213&vjs=3,30+ days ago
Product Designer (Fintech),Michael Page,"Hoboken, NJ",,"Gather user requirements from outside stakeholders.
Liaise with internal stakeholders throughout the company.
Deliver on product design deliverables.",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0BR3ykMnr3Vw97HK5IC0i9Uo32NXohanwqRY-CI8z69bhgeevNMD5QwpgIbCznTjwaSs3A8Gq7R0PPW4aj8WKTrmvPY17gsBXujDHx0jWvV1dw7r7-J4eDZwydjH2-z4K6P5dXaoyDYvixWx7_kVG47cozSD2CZ-WHsvzJxnvSvkGjKM7zEXQWBqi9VY6_d0Oz0trxQMXKRA9AUJ2V3UH95JIjqwfke4TPOm5tDKGcC0X_QeLSDKlKInDpCdBarCS9WFHtyKJa8jtUvsN9CJld69d1bOljUz2gNjpLLZ_Ocm8fK3BVU8EjpnEz_Yp5R3URYafJ1042AAa2RX2SezwTktZoRFP_Q1Rgjvr-AM3P1nZbSc9CWDtBUWD-X32eBxxbkOAY6BlG2AJnt_FRQnl942u3cyQSM6_8yOCbFDHRBpF8evQ_hjQRe9VsZPJKbby9spCGukzrOFpv8H7C0RayFdfD30JsPg2-iM7r7gOlnQcYiLLzMWmpLV8fYl_XiU89oQmUSOIO8x1REnn2dr6m6KJRKVSroWPnUn31fcUGDfSfZz_CvnNRIByct0R6esnRZnxUblJcbsMjlOyBCTp5M3jclyhDqY2bGE-1QjTnfpzkgaFdpB4pt4EEIqHVPVqyJR0w5_bVspKe2IQzEC5xg7CHwa_ziN4_FM1LQUYRDyIglhLYBc5x7p_SEoIIYWKZgr4BNq3Ldk-pfD2ms0bDQyL9qROIzQNHo_dTCMC6GS_0p0fZlzabCx9x5tOwLaxGcfMHfLICqWlhjfhCVbDX6rqm71UKtoO466_ydXqbhbfAPjHkiWK6Jfa_ykMH-vayNSpzezIzetNr1zP6SokDJ7QpnRVILoH1hELRhspHynBYgsm-yfOP8gpwdaeues-by0X8BZsvVyIiY1yILVo4DhHbZPhOgMQN98cCX1tQhgjRZQTLoEpZWxGRwZrsoF8gqLxesxJlv-j0Mv9SJ33JwXCyQ1AodBFeJXeogdYgt7LNUOw7pPJOfC86t0kvrz-IOF0XCgu7m4GOQ6hoj1m3O5uw4_k-gLpM=&p=2&fvj=0&vjs=3,17 days ago
Senior Product Designer,Noom US,"New York, NY",,"You'll work closely with fellow designers, engineers, product team, researchers, and leadership to understand opportunities and problems, devise and test…",https://www.indeed.com//rc/clk?jk=8153d571fa004fd8&fccid=17f7c591b33e9dc5&vjs=3,30+ days ago
Principal Product Designer,CB Insights,"New York, NY",,"Act as a mentor to product designers and other team members to mature our user research practice, foster data-informed decision making, and uphold product…",https://www.indeed.com//rc/clk?jk=eb5df52578a7df18&fccid=64f54997b72d55fc&vjs=3,9 days ago
Sr Experience Designer,Bank of America,"New York, NY",,"Collaborate with a team of designers in creating visions, concepts, and selling partners on the great work the UX organization does.",https://www.indeed.com//rc/clk?jk=8b834d21e34e8665&fccid=5bd99dfa21c8a490&vjs=3,30+ days ago
Staff Product Designer,MoneyLion,"New York, NY",,"The Staff Product Designer role defines the user experience and the UI layer of our flagship product.
The position works effectively with cross-functional teams…",https://www.indeed.com//rc/clk?jk=2f5efa2cba97c44d&fccid=f0df775ddffb40cc&vjs=3,30+ days ago
"Lead Product Designer, Growth & Engagement",Arcadia,"New York, NY",,"5–7+ years of experience as a product designer, interaction designer, or ui/ux designer.
Additionally, this candidate will collaborate frequently with other…",https://www.indeed.com//rc/clk?jk=3da0ae23435b0ef5&fccid=4a4c5788c8139bce&vjs=3,24 days ago
Lead Product Designer,DailyPay Inc,"New York, NY",,The DailyPay Product team is looking for a seasoned product interface and experience designer to lead product design.,https://www.indeed.com//rc/clk?jk=f33fd000bd0f225b&fccid=6a543eeebca5ee42&vjs=3,30+ days ago
UI Designer,Michael Page,"Hoboken, NJ",,"Creative consumer-centered concepts in an eCommerce/product environment.
Have a strong focus on mobile design when creating new elements/experiences.",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0BR3ykMnr3Vw97HK5IC0i9Uo32NXohanwqRY-CI8z69bhgeevNMD5QwpgIbCznTjwaxkfzv3x_Ks6G339IXgB_x-9YTkAI4jSfct7i2loZ0ivnIX7ImnXUFByfBA7w9nM6BcGP4R5yGczEcnAQaCO4pUJeTq7oMqwyWNiRr13dYu7nfc5419FpBXqA_bbE_c3MO1SAOJWwdQWaBqYwTLW10INGX5L6gmK9TQ-I9NEKam-K1czG0cdgX_cFU-W4MbOgRwDG7jR_GLifoR6RT-hgCQKCOjieqmFi66qk5bjSbTjRxQdUW9jh0ObK1Ohc9_aHT25Sp1wlSZ_rRiAntOwwo-s501dkH1k0HSQWCCSMD5I0dv3P9NzjHn2-PvCyz-ElkesUc090kq3a2XBJuWOPJDJlwuURJp6ipXhlHbhxtl35ZXovWYbjEvkYSfhJjxD25UMIcuSY7GSLhBzCZr56GUkDzYW_KWdRpEx4b8SDYKc-RgeB-fP5fY-F79JD7rTcCtkQIjaX5SAepI3R7a9p6QyZgfpnnBZ__wFYegBKqeEOnvMQK6wVvNf7U9XYb_jTLg2ob7TTad69ES9BNp4GnaD2IhHEYO3-JCu3WWfBGEGLRrMGD58IkdbFZTCWq9H-Hc7ImwJ4Uoz9cPRKh8FkNObqXoCA4WqGI7Sgzo2lK3Qmvb4WwuKnLIAi1DQHrifMTdYjRswtsUbNmiY4rc7OmkjrZJ_QQRuIIrAm1FSz5fihAIF5uxTRqJlDI-x9esSrDRCJttQ4ciJ35AKaHx3FWQezqWOonfhA-_xsARcWvi-per1uNUdzqO6xhqVLr_jHb9wHMCmpihoEoPfhMnwySJPvwHWLkzNsleJsQHy1kImEU_O2g_DcNzmmsfoBXDYZf0Z2-mogbPfIucMAeS3HgSm-aAeSiP1nu2wxh_Lq_5HSkRzEUdxL1GIRdrSobNdx05SFTgAbGuslUyI2p1j_-uahv2a3Yfua2ItG1SpTj2dSaVbwOJcdO7jgGX1dvk8QPOntTw_AjFg==&p=9&fvj=0&vjs=3,30+ days ago
"Senior Product Designer, LeafLink",Gray Scalable,"New York, NY",,"4+ years of experience as a UI/UX designer for an e-commerce, enterprise, or SaaS software product.
With 4,400+ dispensaries and 1,400+ leading brands in 27…",https://www.indeed.com//rc/clk?jk=3912d28d7a648422&fccid=3648c0f9806a09d5&vjs=3,30+ days ago
Head of UX & Product Design,Kinship,"New York, NY",,"A strong people manager with 4+ years managing designers, and the motivation to support the development for a half dozen designers.",https://www.indeed.com//rc/clk?jk=e2f6aa1c9fba4d0c&fccid=4384f66deb7fbe3e&vjs=3,30+ days ago
Smartfrog & Canary Senior Product Designer (Web + App),Smartfrog & Canary,"New York, NY",,"5-7 years as a successful product designer working in web and mobile apps within a digital agency/in-house team delivering for a direct to consumer brand,…",https://www.indeed.com//rc/clk?jk=efb376ce6ead7f6c&fccid=10da2bb494bc3bf1&vjs=3,10 days ago
User Experience Design Expert,InfoQuest Consulting Group Inc.,"East Hanover, NJ",,"Mentor and lead junior and mid-level designers.
For this role, you must be an experienced designer, a systems thinker and a passionate advocate for the customer…",https://www.indeed.com//rc/clk?jk=f7238a5311b12869&fccid=6e2212a27883d692&vjs=3,30+ days ago
Senior Product Designer,K Health,"New York, NY",,"Partner with designers, product managers, and engineers to work on designs in all phases of the product life cycle, from broad concepts to pixel-perfect details…",https://www.indeed.com//rc/clk?jk=70abf1d09494327c&fccid=c853f7a628ce4b9a&vjs=3,4 days ago
User Experience Design Expert,InfoQuest Consulting Group Inc.,"East Hanover, NJ",,"Mentor and lead junior and mid-level designers.
For this role, you must be an experienced designer, a systems thinker and a passionate advocate for the customer…",https://www.indeed.com//rc/clk?jk=f7238a5311b12869&fccid=6e2212a27883d692&vjs=3,30+ days ago
Senior Product Designer (Contract),"Amplify Education, Inc.","Brooklyn, NY",,"As a member of Amplify’s design group you will partner with a diverse cross-functional product team of designers, product owners, developers, and curriculum…",https://www.indeed.com//rc/clk?jk=7e0f9a786d0606f9&fccid=a575b7c5c50b587a&vjs=3,30+ days ago
Senior Contract Designer,Benefitfocus,"New York, NY",,We are seeking a senior contract designer to create engaging user experiences for a variety of existing and new products on all devices/form factors.,https://www.indeed.com//rc/clk?jk=d430f8157a8b71d2&fccid=ff72a9574709dc94&vjs=3,13 days ago
"Director, Product Design",DoubleVerify,"New York, NY",,"As Director, Product Design, you will own the overall unified design and UX vision of all areas within the Pinnacle platform as well as extensions of the…",https://www.indeed.com//rc/clk?jk=74dc59c233966db1&fccid=1a409fb4e78331ad&vjs=3,30+ days ago
Senior Designer,Wondersauce,"New York, NY",,Work closely with Product Managers and Creative Directors to understand website requirements and translate them into thoughtful page designs.,https://www.indeed.com//rc/clk?jk=0ffc061a22bcf6c9&fccid=e7ba45095b2aa118&vjs=3,30+ days ago
"Executive Recruiter, Product and Design",Surprise.com,"New York, NY",,"Specializing in the recruitment of illustrators, motion designers, animators, product designers, and executive-level design candidates;",https://www.indeed.com//rc/clk?jk=3c7b4561de1c1fe1&fccid=dbca99e8bd13c8cc&vjs=3,26 days ago
"Senior Director, Product & Design",ASCAP,"New York, NY",,"The Senior Director, Product & Design is a strategic leader that ensures quality, operational excellence and an innovation mind-set which will help ASCAP…",https://www.indeed.com//rc/clk?jk=a4f2cde2cb68cea8&fccid=fd7b192fd9cbdab7&vjs=3,13 days ago
UX / UI Designer,Nuts.com,"Jersey City, NJ",,"Core to this role is an understanding of eCommerce best practices, research trends and design system needs and the ability to create modern, cohesive and…",https://www.indeed.com//rc/clk?jk=148fe0f93d8cc4dd&fccid=f5d70f2068a98143&vjs=3,30+ days ago
Visual Designer w/ Motion Graphics Experience,iPullRank,"New York, NY",,"IPullRank is looking for a Visual Designer with motion graphics experience to join our Design team.
Working within the Marketing Team, this role will take…",https://www.indeed.com//rc/clk?jk=8bd9a77fe31a42f1&fccid=758db1d3d44dcaa2&vjs=3,30+ days ago
Senior Product Design Manager - Design Systems,Compass,"New York, NY",,"5-7 years experience managing product designers.
Coach, manage, and hire designers with different skill sets and technical areas of expertise.",https://www.indeed.com//rc/clk?jk=9656be810af6dca3&fccid=3944dc0afa53bf7b&vjs=3,30+ days ago
Senior Product Designer,Seismic,"New York, NY",,You possess expert communication skills and empathy that allows you to communicate with individuals throughout an organization.,https://www.indeed.com//rc/clk?jk=1e56f8702a7362c5&fccid=dace5eadede5b6b8&vjs=3,30+ days ago
Senior Product Design Manager - Mobile,Compass,"New York, NY",,"5-7 years experience managing product designers.
Coach, manage, and hire designers with different skill sets and technical areas of expertise.",https://www.indeed.com//rc/clk?jk=d260d951ad8a34a2&fccid=3944dc0afa53bf7b&vjs=3,30+ days ago
"Digital - Vice President, User Experience Design Lead","JPMorgan Chase Bank, N.A.","Jersey City, NJ",,"Lead workshops with designers, researchers and internal stakeholders to identify key problems to solve and gather feedback on design concepts.",https://www.indeed.com//rc/clk?jk=d2cc994789b64bcf&fccid=aaf3b433897ea465&vjs=3,7 days ago
"Senior Product Designer, New Categories",DoorDash,"New York, NY",,"5+ years of experience as a product/UX designer in a relevant industry.
We're assembling a team of incredibly talented product and design leaders to help make…",https://www.indeed.com//rc/clk?jk=850c75c9a89fc14a&fccid=efd005a3cb57805b&vjs=3,30+ days ago
UI/UX Designer ( Full-Time ) Must be able to be onsite,Career Developers,"Woodcliff Lake, NJ","$110,000 - $120,000 a year","UI/UX Designer ( Full-Time ) Must be able to be onsite.
Must be able to be onsite 5 days per week.
Experience working with eCommerce companies or on eCommerce…",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0AsHPWpSVJWqF-uvOoi1Tms2ACLh8AJz1YyBh03JEBOr8oDZ_kwSpvrOK7JImcP-Vr2YeoZUW69qyglOdVBEpO_8rN9vHJJGEES7QlLpkP6_KGYjxu-H0WDUBzh_tAAIDRCZXdXIknDMnz0kF3l6h5straZauZvlblnzBZPIeTCctpqTwoqgOndGWzz_a6bsNJhxZ6lpMcgKqWtMNPsEEB3u6_XT9uMC4znH4foOyStRPoLFvdDuaBiD0KsD3g3OF7ZyIw5f1oBhsxkudEASn-84uWGZP9Q__XSzMaEUkKdVJKecnsAPe3eUDIrcC_5bG2h-IyBTk3SnNWdOEtyFhNcGowxhA_6LE4gXoviibfiW24NXYPNsudAs-TCEsvsabdgww5EKdkY8kC4lY0cfAFDEI0HsKAL_KbzHEn1lZtcOQOQRafpKrxCneAbA2sfhK-A0KoDyus8zpdJsGIXcat51S-qnq8CSB9L8Vvxuw93voOGAc_4RMabeeAJ9vxGJ5OxnCc3n7kYz2XloYwOftKlLTSaMPZgNPvwffwoTY-oWmnVDJyNS0gJUKzD5tttDAgn1FQCy4AChuIw8tObqC44SQd1ygazYrRe_JTZJwZhg5wecD5EY7Nlq-Oqc7M0Z1pTgziuI6h0n5ay9cjMmz8fD_8kAI7NkDMpi5SO4fOFmBQWPFXszBuWOMwF5JPBnyLruipQYlJ_SBqfyQ0SS86a_AdALW0UbCR_WeiDkj0yuYVC2kwKsVs-bo9ujWNS6C4KdHR9v_h2CdWYluS0RU9uLJMu-cuWVebOQlmAgub3xiYl3MLqfAZ2aKRs3-UJTR3i-sn2SBjixJZgPwcB0KfVFvwdwxJTyaknEcMDLgnhVL626SG2SV3QF-8xX6-YuIKWQFJsZn9VrygpV5iHt6gfMadoX-SVGqxmwCGpqJF0isDn2eqEYNlM1q_eygLR5wE=&p=14&fvj=0&vjs=3,28 days ago
